Feature,Feature_Label,X_Value,Partial_Effect,CI_Lower,CI_Upper
rho Free,$\rho_{\mathrm{free}}$,15930.28787878788,-243.8035225108087,-1740.8186809284946,1253.211635906877
rho Free,$\rho_{\mathrm{free}}$,16107.272727272728,-245.895434638417,-1740.1837350195851,1248.3928657427514
rho Free,$\rho_{\mathrm{free}}$,16284.257575757576,-248.07602586227668,-1738.8877275302837,1242.7356758057301
rho Free,$\rho_{\mathrm{free}}$,16461.242424242424,-250.3532331879803,-1737.1437223972334,1236.4372560212728
rho Free,$\rho_{\mathrm{free}}$,16638.227272727272,-252.73499360570366,-1735.1672844820382,1229.6972972706308
rho Free,$\rho_{\mathrm{free}}$,16815.21212121212,-255.22924410485624,-1733.1754995764504,1222.717011366738
rho Free,$\rho_{\mathrm{free}}$,16992.19696969697,-257.8439216748474,-1731.3857902554055,1215.6979469057105
rho Free,$\rho_{\mathrm{free}}$,17169.18181818182,-260.5869633050864,-1730.0145153005242,1208.8405886903515
rho Free,$\rho_{\mathrm{free}}$,17346.166666666668,-263.46601063666736,-1729.2754935280693,1202.3434722547347
rho Free,$\rho_{\mathrm{free}}$,17523.151515151516,-266.4850155647901,-1729.3797468113708,1196.4097156817907
rho Free,$\rho_{\mathrm{free}}$,17700.136363636364,-269.64542185392025,-1730.5325696469213,1191.2417259390809
rho Free,$\rho_{\mathrm{free}}$,17877.121212121216,-272.9486253382187,-1732.9298526175367,1187.0326019410995
rho Free,$\rho_{\mathrm{free}}$,18054.106060606064,-276.39602185184566,-1736.7555326134095,1183.963488909718
rho Free,$\rho_{\mathrm{free}}$,18231.09090909091,-279.9890072289622,-1742.1790518184364,1182.201037360512
rho Free,$\rho_{\mathrm{free}}$,18408.07575757576,-283.7269916899012,-1749.3525701106428,1181.8985867308402
rho Free,$\rho_{\mathrm{free}}$,18585.060606060608,-287.59577054094166,-1758.4066141819621,1183.2150731000788
rho Free,$\rho_{\mathrm{free}}$,18762.045454545456,-291.57542827774785,-1769.448869373044,1186.2980128175486
rho Free,$\rho_{\mathrm{free}}$,18939.030303030304,-295.64602985823865,-1782.5630013284376,1191.27094161196
rho Free,$\rho_{\mathrm{free}}$,19116.015151515152,-299.7876402403327,-1797.8071293308235,1198.2318488501583
rho Free,$\rho_{\mathrm{free}}$,19293.0,-303.98032438194895,-1815.2129483218998,1207.2522995580018
nu Free,$\nu_{\mathrm{free}}$,0.2,-30.825771493141687,-2308.1777610880613,2246.5262181017783
nu Free,$\nu_{\mathrm{free}}$,0.20181818181818184,-41.57899975148919,-2268.0746751143306,2184.916675611352
nu Free,$\nu_{\mathrm{free}}$,0.20363636363636364,-52.260036146369025,-2229.0889511873943,2124.568878894656
nu Free,$\nu_{\mathrm{free}}$,0.20545454545454547,-62.83553116477236,-2191.208748532234,2065.537686202689
nu Free,$\nu_{\mathrm{free}}$,0.20727272727272728,-73.27213529368976,-2154.4114516343802,2007.867181047001
nu Free,$\nu_{\mathrm{free}}$,0.2090909090909091,-83.5364990201124,-2118.662731978824,1951.589733938599
nu Free,$\nu_{\mathrm{free}}$,0.21090909090909093,-93.59526672180758,-2083.915679355304,1896.7251459116885
nu Free,$\nu_{\mathrm{free}}$,0.21272727272727274,-103.41329707316899,-2050.105108819135,1843.278514672797
nu Free,$\nu_{\mathrm{free}}$,0.21454545454545457,-112.95119152494983,-2017.1387334834585,1791.236350433559
nu Free,$\nu_{\mathrm{free}}$,0.21636363636363637,-122.168930649791,-1984.9051429443625,1740.5672816447805
nu Free,$\nu_{\mathrm{free}}$,0.2181818181818182,-131.02649502033407,-1953.2751064652682,1691.2221164246
nu Free,$\nu_{\mathrm{free}}$,0.22,-139.4838652092199,-1922.1015582422785,1643.1338278238388
nu Free,$\nu_{\mathrm{free}}$,0.22181818181818183,-147.50102178895426,-1891.219859112583,1596.2178155346746
nu Free,$\nu_{\mathrm{free}}$,0.22363636363636363,-155.03794532493706,-1860.4483390510302,1550.3724484011561
nu Free,$\nu_{\mathrm{free}}$,0.22545454545454546,-162.05461637211602,-1829.5891170854275,1505.4798843411954
nu Free,$\nu_{\mathrm{free}}$,0.2272727272727273,-168.51101548460178,-1798.429188118476,1461.4071571492725
nu Free,$\nu_{\mathrm{free}}$,0.2290909090909091,-174.36712321650515,-1766.741760268571,1418.0075138355605
nu Free,$\nu_{\mathrm{free}}$,0.23090909090909092,-179.58292012193695,-1734.287823765757,1375.121983521883
nu Free,$\nu_{\mathrm{free}}$,0.23272727272727273,-184.11838675443025,-1700.817932734194,1332.5811592253335
nu Free,$\nu_{\mathrm{free}}$,0.23454545454545456,-187.93350365590146,-1666.0741857073472,1290.2071783955444
nu Free,$\nu_{\mathrm{free}}$,0.2363636363636364,-190.988251357508,-1629.7924008462396,1247.8158981312235
nu Free,$\nu_{\mathrm{free}}$,0.2381818181818182,-193.2426103900018,-1591.7044979438444,1205.2192771638408
nu Free,$\nu_{\mathrm{free}}$,0.24000000000000002,-194.65656128413468,-1551.541123984165,1162.228001415896
nu Free,$\nu_{\mathrm{free}}$,0.24181818181818182,-195.1900845706586,-1509.0345958544583,1118.654426713141
nu Free,$\nu_{\mathrm{free}}$,0.24363636363636365,-194.80316077884774,-1463.9222873700626,1074.315965812367
nu Free,$\nu_{\mathrm{free}}$,0.24545454545454548,-193.45577042303236,-1415.9506676069118,1029.039126760847
nu Free,$\nu_{\mathrm{free}}$,0.24727272727272728,-191.10789400886526,-1364.880319710672,982.6645316929414
nu Free,$\nu_{\mathrm{free}}$,0.24909090909090909,-187.71951204189273,-1310.492459995265,935.0534359114796
nu Free,$\nu_{\mathrm{free}}$,0.2509090909090909,-183.25060502766053,-1252.5977852683113,886.0965752129904
nu Free,$\nu_{\mathrm{free}}$,0.25272727272727274,-177.66115347171478,-1191.0489873009087,835.7266803574792
nu Free,$\nu_{\mathrm{free}}$,0.2545454545454546,-170.91113787695937,-1125.7591428701896,783.936867116271
nu Free,$\nu_{\mathrm{free}}$,0.25636363636363635,-162.9605387312145,-1056.7297040314897,730.8086265690608
nu Free,$\nu_{\mathrm{free}}$,0.2581818181818182,-153.76933651695478,-984.0945102382416,676.555837204332
nu Free,$\nu_{\mathrm{free}}$,0.26,-143.29751171664955,-908.1910927023429,621.5960692690438
nu Free,$\nu_{\mathrm{free}}$,0.26181818181818184,-131.5050448127678,-829.6791839349432,566.6690943094077
nu Free,$\nu_{\mathrm{free}}$,0.26363636363636367,-118.35191792117914,-749.7408788071918,513.0370429648335
nu Free,$\nu_{\mathrm{free}}$,0.2654545454545455,-103.80763261646224,-670.4483264210169,462.8330611880924
nu Free,$\nu_{\mathrm{free}}$,0.2672727272727273,-87.8736283551691,-595.3410101775505,419.59375346721225
nu Free,$\nu_{\mathrm{free}}$,0.2690909090909091,-70.55803500271675,-529.9246404506304,388.8085704451969
nu Free,$\nu_{\mathrm{free}}$,0.27090909090909093,-51.8689824245234,-481.794834528937,378.0568696798902
nu Free,$\nu_{\mathrm{free}}$,0.2727272727272727,-31.814600486007542,-458.9925360071321,395.3633350351171
nu Free,$\nu_{\mathrm{free}}$,0.27454545454545454,-10.405816146657408,-466.1291537381182,445.3175214448034
nu Free,$\nu_{\mathrm{free}}$,0.27636363636363637,11.952883757225617,-501.4652256149704,525.3709931294217
nu Free,$\nu_{\mathrm{free}}$,0.2781818181818182,34.061064307554496,-557.3840620975144,625.5061907126234
nu Free,$\nu_{\mathrm{free}}$,0.28,54.62227159131113,-624.6471902973855,733.8917334800077
nu Free,$\nu_{\mathrm{free}}$,0.28181818181818186,72.3400516954774,-695.3825345174328,840.0626379083876
nu Free,$\nu_{\mathrm{free}}$,0.28363636363636363,85.91795070703489,-763.5462951486418,935.3821965627117
nu Free,$\nu_{\mathrm{free}}$,0.28545454545454546,94.08358904597151,-824.6967706192557,1012.8639487111988
nu Free,$\nu_{\mathrm{free}}$,0.2872727272727273,96.43856262667921,-877.116885041071,1069.9940102944295
nu Free,$\nu_{\mathrm{free}}$,0.2890909090909091,93.68521886361144,-921.5523153595178,1108.9227530867406
nu Free,$\nu_{\mathrm{free}}$,0.2909090909090909,86.59609273100372,-958.9083625964421,1132.1005480584495
nu Free,$\nu_{\mathrm{free}}$,0.2927272727272727,75.94371920309108,-989.8739323935935,1141.7613707997757
nu Free,$\nu_{\mathrm{free}}$,0.29454545454545455,62.50063325410894,-1014.8286716564331,1139.829938164651
nu Free,$\nu_{\mathrm{free}}$,0.2963636363636364,47.05221604113596,-1033.9460137391748,1128.0504458214468
nu Free,$\nu_{\mathrm{free}}$,0.2981818181818182,30.58531540678178,-1048.3596666967178,1109.5302975102813
nu Free,$\nu_{\mathrm{free}}$,0.30000000000000004,14.246739862420462,-1059.7534310697072,1088.2469107945483
nu Free,$\nu_{\mathrm{free}}$,0.3018181818181818,-0.8122958398582455,-1069.2841706250279,1067.6595789453113
nu Free,$\nu_{\mathrm{free}}$,0.30363636363636365,-13.440576947966068,-1077.5933506949752,1050.712196799043
nu Free,$\nu_{\mathrm{free}}$,0.3054545454545455,-22.486888709813183,-1085.0774877276335,1040.103710308007
nu Free,$\nu_{\mathrm{free}}$,0.30727272727272725,-26.94675641429555,-1092.3569205663691,1038.463407737778
nu Free,$\nu_{\mathrm{free}}$,0.3090909090909091,-27.032104816137664,-1100.2187033396563,1046.1544937073809
nu Free,$\nu_{\mathrm{free}}$,0.3109090909090909,-23.55631250214032,-1109.0379507891073,1061.9253257848266
nu Free,$\nu_{\mathrm{free}}$,0.31272727272727274,-17.33703268933809,-1118.169178148975,1083.495112770299
nu Free,$\nu_{\mathrm{free}}$,0.3145454545454546,-9.191918594765509,-1125.7484394200883,1107.3646022305575
nu Free,$\nu_{\mathrm{free}}$,0.3163636363636364,0.06137656454285256,-1129.0345784601798,1129.1573315892654
nu Free,$\nu_{\mathrm{free}}$,0.3181818181818182,9.631529332506563,-1125.667212068953,1144.930270733966
nu Free,$\nu_{\mathrm{free}}$,0.32,18.852906149516343,-1116.44578265391,1154.1515949529426
nu Free,$\nu_{\mathrm{free}}$,0.32181818181818184,27.09733679747618,-1103.7017966463654,1157.8964702413177
nu Free,$\nu_{\mathrm{free}}$,0.32363636363636367,33.73665748645472,-1090.051820452747,1157.5251354256566
nu Free,$\nu_{\mathrm{free}}$,0.32545454545454544,38.142704426520474,-1077.958807276281,1154.2442161293218
nu Free,$\nu_{\mathrm{free}}$,0.32727272727272727,39.68752528778802,-1069.4253675300572,1148.8004181056333
nu Free,$\nu_{\mathrm{free}}$,0.3290909090909091,37.92362245689722,-1065.7422162239889,1141.5894611377832
nu Free,$\nu_{\mathrm{free}}$,0.33090909090909093,32.91279984063113,-1067.3875383523998,1133.213138033662
nu Free,$\nu_{\mathrm{free}}$,0.33272727272727276,24.806071052565493,-1074.3369369000777,1123.949079005209
nu Free,$\nu_{\mathrm{free}}$,0.3345454545454546,13.75444970627609,-1086.1426337256842,1113.6515331382363
nu Free,$\nu_{\mathrm{free}}$,0.33636363636363636,-0.09105058466080784,-1102.0522773595353,1101.870176190214
nu Free,$\nu_{\mathrm{free}}$,0.3381818181818182,-16.57692128799806,-1121.219532933887,1088.0656903578906
nu Free,$\nu_{\mathrm{free}}$,0.34,-35.34710639399686,-1142.9294689794963,1072.2352561915025
nu Free,$\nu_{\mathrm{free}}$,0.3418181818181818,-55.69672034383463,-1166.7453140362286,1055.3518733485594
nu Free,$\nu_{\mathrm{free}}$,0.34363636363636363,-76.88638782296533,-1192.4538184429086,1038.6810427969779
nu Free,$\nu_{\mathrm{free}}$,0.34545454545454546,-98.17673351684083,-1219.8431745416012,1023.4897075079195
nu Free,$\nu_{\mathrm{free}}$,0.3472727272727273,-118.82838211091368,-1248.5326402918809,1010.8758760700534
nu Free,$\nu_{\mathrm{free}}$,0.3490909090909091,-138.10710451686458,-1277.8755179455059,1001.6613089117766
nu Free,$\nu_{\mathrm{free}}$,0.35090909090909095,-155.41513710242836,-1307.0094059380665,996.1791317332097
nu Free,$\nu_{\mathrm{free}}$,0.3527272727272728,-170.30206716601336,-1334.7989174025383,994.1947830705117
nu Free,$\nu_{\mathrm{free}}$,0.35454545454545455,-182.3248093476688,-1359.7299874614775,995.0803687661398
nu Free,$\nu_{\mathrm{free}}$,0.3563636363636364,-191.040278287445,-1379.987973084685,997.907416509795
nu Free,$\nu_{\mathrm{free}}$,0.35818181818181816,-196.0053886253912,-1393.5894916580298,1001.5787144072475
nu Free,$\nu_{\mathrm{free}}$,0.36,-196.80897986813795,-1398.6461294001779,1005.0281696639021
nu Free,$\nu_{\mathrm{free}}$,0.3618181818181818,-193.4387244911438,-1394.6675530702507,1007.7901040879631
nu Free,$\nu_{\mathrm{free}}$,0.36363636363636365,-186.153404486746,-1382.3688677097803,1010.0620587362882
nu Free,$\nu_{\mathrm{free}}$,0.3654545454545455,-175.21698274223414,-1362.8767854441637,1012.4428199596954
nu Free,$\nu_{\mathrm{free}}$,0.3672727272727273,-160.89342214489773,-1337.6721940649027,1015.8853497751071
nu Free,$\nu_{\mathrm{free}}$,0.36909090909090914,-143.4466855820266,-1308.5575251891037,1021.6641540250504
nu Free,$\nu_{\mathrm{free}}$,0.3709090909090909,-123.15362667543539,-1277.6647455175384,1031.3574921666677
nu Free,$\nu_{\mathrm{free}}$,0.37272727272727274,-100.37948795731572,-1247.608791414664,1046.8498155000327
nu Free,$\nu_{\mathrm{free}}$,0.37454545454545457,-75.52658691498766,-1221.0606394309807,1070.0074656010056
nu Free,$\nu_{\mathrm{free}}$,0.37636363636363634,-48.997367876089626,-1200.3807266417743,1102.3859908895952
nu Free,$\nu_{\mathrm{free}}$,0.3781818181818182,-21.194275168257118,-1187.4015084979933,1145.0129581614792
nu Free,$\nu_{\mathrm{free}}$,0.38,7.4802468808715545,-1183.2619982267574,1198.2224919885007
